,num_sim,potential,iteration
0,0,0.0,1301
1,1,0.03125,4999
2,2,0.0,1774
3,3,0.0,389
4,4,0.0,2347
5,5,0.0,206
6,6,0.0,1080
7,7,0.0,46
8,8,0.0,1963
9,9,0.0,2528
