,num_sim,potential,iteration
0,0,0.0,1227
1,1,0.0,2034
2,2,0.0,811
3,3,0.0,1346
4,4,0.0,59
5,5,0.0,4188
6,6,0.0,1774
7,7,0.0,64
8,8,0.0,1596
9,9,0.0,4507
