,num_sim,potential,iteration
0,0,0.0,1444
1,1,0.0,543
2,2,0.0,2025
3,3,0.0,725
4,4,0.0,1744
5,5,0.0,837
6,6,0.0,1480
7,7,0.0,231
8,8,0.0,2064
9,9,0.0,619
