,num_sim,potential,iteration
0,0,0.0,2004
1,1,0.0,355
2,2,0.0,294
3,3,0.0,291
4,4,0.0,2742
5,5,0.21875,4999
6,6,0.0,270
7,7,0.0,795
8,8,0.0,452
9,9,0.0,1856
