,num_sim,potential,iteration
0,0,0.0,628
1,1,0.0,2745
2,2,0.0,21
3,3,0.0,273
4,4,0.0,535
5,5,0.0,67
6,6,0.0,1023
7,7,0.0,470
8,8,0.0,1502
9,9,0.0,1805
