,num_sim,potential,iteration
0,0,0.0,247
1,1,0.0,685
2,2,0.03125,4999
3,3,0.0,140
4,4,0.0,1023
5,5,0.0,1616
6,6,0.0,513
7,7,0.0,998
8,8,0.0,880
9,9,0.0,568
