,potential,iteration,max_steps,annealing_param,annealing_scheme,net_size,num_copies,pdb_mutation
127,0.0,2863,100000,50,['linear'],15,5,0.06
128,0.0,3349,100000,50,['linear'],15,5,0.06
129,0.0,3939,100000,50,['linear'],15,5,0.06
130,0.0,5830,100000,50,['linear'],15,5,0.06
131,0.0,1666,100000,50,['linear'],15,5,0.06
132,0.0,4709,100000,50,['linear'],15,5,0.06
133,0.0,1799,100000,50,['linear'],15,5,0.06
134,0.0,4135,100000,50,['linear'],15,5,0.06
135,0.0,4875,100000,50,['linear'],15,5,0.06
136,0.0,7190,100000,50,['linear'],15,5,0.06
137,0.0,4115,100000,50,['linear'],15,5,0.06
138,0.0,3978,100000,50,['linear'],15,5,0.06
139,0.0,4326,100000,50,['linear'],15,5,0.06
140,0.0,2620,100000,50,['linear'],15,5,0.06
141,0.0,2402,100000,50,['linear'],15,5,0.06
142,0.0,3645,100000,50,['linear'],15,5,0.06
143,0.0,3596,100000,50,['linear'],15,5,0.06
144,0.0,6564,100000,50,['linear'],15,5,0.06
145,0.0,3451,100000,50,['linear'],15,5,0.06
146,0.0,3706,100000,50,['linear'],15,5,0.06
147,0.0,7702,100000,50,['linear'],15,5,0.06
148,0.0,5551,100000,50,['linear'],15,5,0.06
149,0.0,3337,100000,50,['linear'],15,5,0.06
150,0.0,3113,1000000,50,['linear'],15,5,0.06
151,0.0,3793,1000000,50,['linear'],15,5,0.06
152,0.0,8777,1000000,50,['linear'],15,5,0.06
153,0.0,8658,1000000,50,['linear'],15,5,0.06
154,0.0,3887,1000000,50,['linear'],15,5,0.06
155,0.0,3864,1000000,50,['linear'],15,5,0.06
156,0.0,4219,1000000,50,['linear'],15,5,0.06
157,0.0,1487,1000000,50,['linear'],15,5,0.06
158,0.0,5030,1000000,50,['linear'],15,5,0.06
159,0.0,6558,1000000,50,['linear'],15,5,0.06
160,0.0,1555,1000000,50,['linear'],15,5,0.06
161,0.0,3361,1000000,50,['linear'],15,5,0.06
162,0.0,6181,1000000,50,['linear'],15,5,0.06
163,0.0,2642,1000000,50,['linear'],15,5,0.06
164,0.0,3775,1000000,50,['linear'],15,5,0.06
165,0.0,2007,1000000,50,['linear'],15,5,0.06
166,0.0,1127,1000000,50,['linear'],15,5,0.06
167,0.0,2857,1000000,50,['linear'],15,5,0.06
168,0.0,958,1000000,50,['linear'],15,5,0.06
169,0.0,5565,1000000,50,['linear'],15,5,0.06
170,0.0,3230,1000000,50,['linear'],15,5,0.06
171,0.0,4029,1000000,50,['linear'],15,5,0.06
172,0.0,2300,1000000,50,['linear'],15,5,0.06
173,0.0,1304,1000000,50,['linear'],15,5,0.06
174,0.0,5215,1000000,50,['linear'],15,5,0.06
175,0.0,8921,1000000,50,['linear'],15,5,0.06
176,0.0,3370,1000000,50,['linear'],15,5,0.06
177,0.0,15,1000000,50,['linear'],15,5,0.06
178,0.0,5304,1000000,50,['linear'],15,5,0.06
179,0.0,4194,1000000,50,['linear'],15,5,0.06
