,potential,iteration,max_steps,annealing_param,annealing_scheme,net_size,num_copies,pdb_mutation
0,0.0,1213,3000,10,"['geom', 0.99]",15,5,0.06
1,0.0,551,3000,10,"['geom', 0.99]",15,5,0.06
2,0.0,1582,3000,10,"['geom', 0.99]",15,5,0.06
3,0.0,1531,3000,10,"['geom', 0.99]",15,5,0.06
4,0.0,586,3000,10,"['geom', 0.99]",15,5,0.06
5,0.0,1407,3000,10,"['geom', 0.99]",15,5,0.06
6,0.0,787,3000,10,"['geom', 0.99]",15,5,0.06
7,0.0,1165,3000,10,"['geom', 0.99]",15,5,0.06
8,0.0,713,3000,10,"['geom', 0.99]",15,5,0.06
9,0.0,2225,3000,10,"['geom', 0.99]",15,5,0.06
10,0.0,914,3000,10,"['geom', 0.99]",15,5,0.06
11,0.0,1100,3000,10,"['geom', 0.99]",15,5,0.06
12,0.25,2999,3000,10,"['geom', 0.99]",15,5,0.06
13,0.0,1777,3000,10,"['geom', 0.99]",15,5,0.06
14,0.0,767,3000,10,"['geom', 0.99]",15,5,0.06
15,0.0,2316,3000,10,"['geom', 0.99]",15,5,0.06
16,0.0,1772,3000,10,"['geom', 0.99]",15,5,0.06
17,0.0,563,3000,10,"['geom', 0.99]",15,5,0.06
18,0.0,769,3000,10,"['geom', 0.99]",15,5,0.06
19,0.0,1035,3000,10,"['geom', 0.99]",15,5,0.06
20,0.0,752,3000,10,"['geom', 0.99]",15,5,0.06
21,0.0,892,3000,10,"['geom', 0.99]",15,5,0.06
22,0.0,850,3000,10,"['geom', 0.99]",15,5,0.06
23,0.0,1353,3000,10,"['geom', 0.99]",15,5,0.06
24,0.0,862,3000,10,"['geom', 0.99]",15,5,0.06
25,0.0,919,3000,10,"['geom', 0.99]",15,5,0.06
26,0.0,951,3000,10,"['geom', 0.99]",15,5,0.06
27,0.0,1130,3000,10,"['geom', 0.99]",15,5,0.06
28,0.0,1671,3000,10,"['geom', 0.99]",15,5,0.06
29,0.25,2999,3000,10,"['geom', 0.99]",15,5,0.06
30,0.0,2248,3000,10,"['geom', 0.99]",15,5,0.06
31,0.0,1633,3000,10,"['geom', 0.99]",15,5,0.06
32,0.25,2999,3000,10,"['geom', 0.99]",15,5,0.06
33,0.0,734,3000,10,"['geom', 0.99]",15,5,0.06
34,0.0,1066,3000,10,"['geom', 0.99]",15,5,0.06
35,0.0,2889,3000,10,"['geom', 0.99]",15,5,0.06
36,0.0,1524,3000,10,"['geom', 0.99]",15,5,0.06
37,0.0,2207,3000,10,"['geom', 0.99]",15,5,0.06
38,0.0,1788,3000,10,"['geom', 0.99]",15,5,0.06
39,0.0,704,3000,10,"['geom', 0.99]",15,5,0.06
40,0.0,605,3000,10,"['geom', 0.99]",15,5,0.06
41,0.0,923,3000,10,"['geom', 0.99]",15,5,0.06
42,0.0,1129,3000,10,"['geom', 0.99]",15,5,0.06
43,0.0,1161,3000,10,"['geom', 0.99]",15,5,0.06
44,0.0,848,3000,10,"['geom', 0.99]",15,5,0.06
45,0.0,1954,3000,10,"['geom', 0.99]",15,5,0.06
46,0.0,796,3000,10,"['geom', 0.99]",15,5,0.06
47,0.0,749,3000,10,"['geom', 0.99]",15,5,0.06
48,0.0,2405,3000,10,"['geom', 0.99]",15,5,0.06
49,0.0,725,3000,10,"['geom', 0.99]",15,5,0.06
50,0.0,783,3000,10,"['geom', 0.99]",15,5,0.06
51,0.0,1303,3000,10,"['geom', 0.99]",15,5,0.06
52,0.0,748,3000,10,"['geom', 0.99]",15,5,0.06
53,0.0,1867,3000,10,"['geom', 0.99]",15,5,0.06
54,0.0,2780,3000,10,"['geom', 0.99]",15,5,0.06
55,0.0,923,3000,10,"['geom', 0.99]",15,5,0.06
56,0.0,653,3000,10,"['geom', 0.99]",15,5,0.06
57,0.0,1190,3000,10,"['geom', 0.99]",15,5,0.06
58,0.0,760,3000,10,"['geom', 0.99]",15,5,0.06
59,0.0,1443,3000,10,"['geom', 0.99]",15,5,0.06
60,0.0,648,3000,10,"['geom', 0.99]",15,5,0.06
