,potential,iteration,max_steps,annealing_param,annealing_scheme,net_size,num_copies,pdb_mutation
0,0.0,1192,3000,10,"['geom', 0.99]",15,5,0.06
1,0.0,767,3000,10,"['geom', 0.99]",15,5,0.06
2,0.25,2999,3000,10,"['geom', 0.99]",15,5,0.06
3,0.0,1894,3000,10,"['geom', 0.99]",15,5,0.06
4,0.0,774,3000,10,"['geom', 0.99]",15,5,0.06
5,0.0,1364,3000,10,"['geom', 0.99]",15,5,0.06
6,0.0,1672,3000,10,"['geom', 0.99]",15,5,0.06
7,0.0,1601,3000,10,"['geom', 0.99]",15,5,0.06
8,0.0,2188,3000,10,"['geom', 0.99]",15,5,0.06
9,0.0,1130,3000,10,"['geom', 0.99]",15,5,0.06
10,0.25,2999,3000,10,"['geom', 0.99]",15,5,0.06
11,0.0,659,3000,10,"['geom', 0.99]",15,5,0.06
12,0.0,2036,3000,10,"['geom', 0.99]",15,5,0.06
13,0.0,2248,3000,10,"['geom', 0.99]",15,5,0.06
14,0.125,2999,3000,10,"['geom', 0.99]",15,5,0.06
15,0.0,914,3000,10,"['geom', 0.99]",15,5,0.06
16,0.0,1147,3000,10,"['geom', 0.99]",15,5,0.06
17,0.0,830,3000,10,"['geom', 0.99]",15,5,0.06
18,0.25,2999,3000,10,"['geom', 0.99]",15,5,0.06
19,0.125,2999,3000,10,"['geom', 0.99]",15,5,0.06
20,0.0,822,3000,10,"['geom', 0.99]",15,5,0.06
21,0.0,654,3000,10,"['geom', 0.99]",15,5,0.06
22,0.0,518,3000,10,"['geom', 0.99]",15,5,0.06
23,0.0,692,3000,10,"['geom', 0.99]",15,5,0.06
24,0.0,647,3000,10,"['geom', 0.99]",15,5,0.06
25,0.0,2519,3000,10,"['geom', 0.99]",15,5,0.06
26,0.0,2172,3000,10,"['geom', 0.99]",15,5,0.06
27,0.0,2080,3000,10,"['geom', 0.99]",15,5,0.06
28,0.0,1728,3000,10,"['geom', 0.99]",15,5,0.06
29,0.25,2999,3000,10,"['geom', 0.99]",15,5,0.06
30,0.0,945,3000,30,"['geom', 0.99]",15,5,0.06
31,0.0,1408,3000,30,"['geom', 0.99]",15,5,0.06
32,0.0,1795,3000,30,"['geom', 0.99]",15,5,0.06
33,0.0,1138,3000,30,"['geom', 0.99]",15,5,0.06
34,0.0,980,3000,30,"['geom', 0.99]",15,5,0.06
35,0.0,1090,3000,30,"['geom', 0.99]",15,5,0.06
36,0.0,814,3000,30,"['geom', 0.99]",15,5,0.06
