,num_sim,potential,iteration
0,0,0.03125,4999
1,1,0.0,359
2,2,0.0,852
3,3,0.03125,4999
4,4,0.0,1266
5,5,0.28125,4999
6,6,0.0,256
7,7,0.0,181
8,8,0.0,1564
9,9,0.0,2392
