,num_sim,potential,iteration
0,0,0.0,1466
1,1,0.0,1389
2,2,0.0,4196
3,3,0.03125,4999
4,4,0.0,447
5,5,0.09375,4999
6,6,0.0,2345
7,7,0.0,1498
8,8,0.0,2562
9,9,0.0,1761
