,potential,iteration,switch_ratio,max_steps,switch_step,annealing_scheme,net_size,num_copies,pdb_mutation,pt_copies,pt_scheme,init_temperatures
46,0.5,80,1.0,100,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
47,0.4375,80,1.0,100,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
48,0.5,80,1.0,100,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
49,0.5,80,1.0,100,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
50,0.5,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
51,0.5,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
52,0.5,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
53,0.46875,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
54,0.5,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
55,0.46875,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
56,0.5,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
57,0.5,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
58,0.5,1000,1.0,1000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
