,Unnamed: 0,potential,iteration,switch_ratio,max_steps,switch_step,annealing_scheme,net_size,num_copies,pdb_mutation,pt_copies,pt_scheme,init_temperatures
288,288,0.0,984,0.192,5000,40,['const'],15,5,0.06,21,"['gaussian', 1]","[0.01, 7.5095, 15.009, 22.5085, 30.008000000000003, 37.5075, 45.007, 52.5065, 60.006, 67.50550000000001, 75.00500000000001, 82.50450000000001, 90.004, 97.5035, 105.00300000000001, 112.50250000000001, 120.00200000000001, 127.50150000000001, 135.001, 142.5005, 150.0]"
289,289,0.0,4115,0.816,5000,40,['const'],15,5,0.06,21,"['gaussian', 1]","[0.01, 7.5095, 15.009, 22.5085, 30.008000000000003, 37.5075, 45.007, 52.5065, 60.006, 67.50550000000001, 75.00500000000001, 82.50450000000001, 90.004, 97.5035, 105.00300000000001, 112.50250000000001, 120.00200000000001, 127.50150000000001, 135.001, 142.5005, 150.0]"
290,290,0.0,79,0.008,5000,40,['const'],15,5,0.06,21,"['gaussian', 1]","[0.01, 7.5095, 15.009, 22.5085, 30.008000000000003, 37.5075, 45.007, 52.5065, 60.006, 67.50550000000001, 75.00500000000001, 82.50450000000001, 90.004, 97.5035, 105.00300000000001, 112.50250000000001, 120.00200000000001, 127.50150000000001, 135.001, 142.5005, 150.0]"
291,291,0.0,3566,0.712,5000,40,['const'],15,5,0.06,21,"['gaussian', 1]","[0.01, 7.5095, 15.009, 22.5085, 30.008000000000003, 37.5075, 45.007, 52.5065, 60.006, 67.50550000000001, 75.00500000000001, 82.50450000000001, 90.004, 97.5035, 105.00300000000001, 112.50250000000001, 120.00200000000001, 127.50150000000001, 135.001, 142.5005, 150.0]"
292,292,0.4375,5000,1.0,5000,40,['const'],15,5,0.06,21,"['gaussian', 1]","[0.01, 7.5095, 15.009, 22.5085, 30.008000000000003, 37.5075, 45.007, 52.5065, 60.006, 67.50550000000001, 75.00500000000001, 82.50450000000001, 90.004, 97.5035, 105.00300000000001, 112.50250000000001, 120.00200000000001, 127.50150000000001, 135.001, 142.5005, 150.0]"
293,293,0.46875,5000,1.0,5000,40,['const'],15,5,0.06,21,"['gaussian', 1]","[0.01, 7.5095, 15.009, 22.5085, 30.008000000000003, 37.5075, 45.007, 52.5065, 60.006, 67.50550000000001, 75.00500000000001, 82.50450000000001, 90.004, 97.5035, 105.00300000000001, 112.50250000000001, 120.00200000000001, 127.50150000000001, 135.001, 142.5005, 150.0]"
294,294,0.0,890,0.176,5000,40,['const'],15,5,0.06,21,"['gaussian', 1]","[0.01, 7.5095, 15.009, 22.5085, 30.008000000000003, 37.5075, 45.007, 52.5065, 60.006, 67.50550000000001, 75.00500000000001, 82.50450000000001, 90.004, 97.5035, 105.00300000000001, 112.50250000000001, 120.00200000000001, 127.50150000000001, 135.001, 142.5005, 150.0]"
295,295,0.0,1977,0.392,5000,40,['const'],15,5,0.06,21,"['gaussian', 1]","[0.01, 7.5095, 15.009, 22.5085, 30.008000000000003, 37.5075, 45.007, 52.5065, 60.006, 67.50550000000001, 75.00500000000001, 82.50450000000001, 90.004, 97.5035, 105.00300000000001, 112.50250000000001, 120.00200000000001, 127.50150000000001, 135.001, 142.5005, 150.0]"
296,296,0.0,3125,0.624,5000,40,['const'],15,5,0.06,21,"['gaussian', 1]","[0.01, 7.5095, 15.009, 22.5085, 30.008000000000003, 37.5075, 45.007, 52.5065, 60.006, 67.50550000000001, 75.00500000000001, 82.50450000000001, 90.004, 97.5035, 105.00300000000001, 112.50250000000001, 120.00200000000001, 127.50150000000001, 135.001, 142.5005, 150.0]"
297,297,0.0,239,0.04,5000,40,['const'],15,5,0.06,21,"['gaussian', 1]","[0.01, 7.5095, 15.009, 22.5085, 30.008000000000003, 37.5075, 45.007, 52.5065, 60.006, 67.50550000000001, 75.00500000000001, 82.50450000000001, 90.004, 97.5035, 105.00300000000001, 112.50250000000001, 120.00200000000001, 127.50150000000001, 135.001, 142.5005, 150.0]"
298,298,0.0,2486,0.496,5000,40,['const'],15,5,0.06,21,"['gaussian', 1]","[0.01, 7.5095, 15.009, 22.5085, 30.008000000000003, 37.5075, 45.007, 52.5065, 60.006, 67.50550000000001, 75.00500000000001, 82.50450000000001, 90.004, 97.5035, 105.00300000000001, 112.50250000000001, 120.00200000000001, 127.50150000000001, 135.001, 142.5005, 150.0]"
299,299,0.0,528,0.104,5000,40,['const'],15,5,0.06,21,"['gaussian', 1]","[0.01, 7.5095, 15.009, 22.5085, 30.008000000000003, 37.5075, 45.007, 52.5065, 60.006, 67.50550000000001, 75.00500000000001, 82.50450000000001, 90.004, 97.5035, 105.00300000000001, 112.50250000000001, 120.00200000000001, 127.50150000000001, 135.001, 142.5005, 150.0]"
300,0,0.0,1082,0.216,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
301,1,0.0,1642,0.328,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
302,2,0.0,1083,0.216,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
303,3,0.0,658,0.128,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
304,4,0.4375,5000,1.0,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
305,5,0.0,2014,0.4,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
306,6,0.0,752,0.144,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
307,7,0.0,2062,0.408,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
308,8,0.0,1378,0.272,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
309,9,0.0,3862,0.768,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
310,10,0.0,1753,0.344,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
311,11,0.0,1751,0.344,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
312,12,0.0,2305,0.456,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
313,13,0.0,2642,0.528,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
314,14,0.0,4729,0.944,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
315,15,0.0,909,0.176,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
316,16,0.0,482,0.096,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
317,17,0.0,3572,0.712,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
318,18,0.0,1429,0.28,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
319,19,0.0,1822,0.36,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
320,20,0.0,799,0.152,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
321,21,0.0,902,0.176,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
322,22,0.0,913,0.176,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
323,23,0.0,1855,0.368,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
324,24,0.0,4314,0.856,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
325,25,0.0,1290,0.256,5000,40,['const'],15,5,0.06,44,"['gaussian', 1]","[0.01, 3.498139534883721, 6.986279069767442, 10.474418604651163, 13.962558139534885, 17.450697674418606, 20.938837209302328, 24.42697674418605, 27.91511627906977, 31.403255813953493, 34.89139534883721, 38.37953488372093, 41.86767441860465, 45.35581395348837, 48.843953488372094, 52.332093023255815, 55.82023255813954, 59.30837209302326, 62.79651162790698, 66.28465116279071, 69.77279069767442, 73.26093023255815, 76.74906976744187, 80.2372093023256, 83.72534883720931, 87.21348837209304, 90.70162790697675, 94.18976744186048, 97.6779069767442, 101.16604651162793, 104.65418604651164, 108.14232558139537, 111.63046511627908, 115.1186046511628, 118.60674418604653, 122.09488372093024, 125.58302325581397, 129.07116279069768, 132.5593023255814, 136.0474418604651, 139.53558139534883, 143.02372093023257, 146.51186046511629, 150.0]"
